"Position","Drug Name","Reference Type","Primary Reference","Secondary Reference","Drug Detail Link","Primary Reference Link","Secondary Reference Link"
307,"pinja","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pinja&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
308,"pita","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pita&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
309,"pitaka","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pitaka&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
310,"pitakaveram","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pitakaveram&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
311,"pitam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pitam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
312,"pitavaluka","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pitavaluka&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
313,"pitika","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pitika&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
314,"pitras","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pitras&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
315,"powdered turmeric","Other","Japanese Pharmacop., 16th edn. (2012)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=powdered+turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8870&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
316,"powdered turmeric extract","Other","U.S. Pharmacop. USP 37 (2013)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=powdered+turmeric+extract&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8876&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
317,"priyaka","Other","Indian Med. Pl. Dictionary (Khare, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=priyaka&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
318,"pushpu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=pushpu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
319,"pītam","Other","Siddha Pharmacop. India, Vol. 1 (2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=p%C4%ABtam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
320,"rabhangavasa","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rabhangavasa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
321,"radix curcumae","Pharmaceutical","Illus. Chinese Materia Medica (Wu, 2005)","Pharmacop. of China (2005)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=radix+curcumae&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100170&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8374&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
322,"rajani","Other","Indian Med. Pl. Database (TDU, 2020)","Unani Pharmacop. India (2007-2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rajani&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
323,"rajant","Other","Siddha Pharmacop. India, Vol. 1 (2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rajant&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
324,"rajanī","Other","Ayurvedic Pharm. of India (1999-2011)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rajan%C4%AB&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
325,"rame","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rame&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
326,"ranjani","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ranjani&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
327,"ratri","Other","Indian Med. Pl. Database (TDU, 2020)","Siddha Pharmacop. India, Vol. 1 (2008)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ratri&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8874&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
328,"ratrinamika","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ratrinamika&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
329,"ratti","Other","Unani Pharmacop. India (2007-2008)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ratti&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8390&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
330,"renet","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=renet&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
331,"renga","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=renga&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
332,"rhizoma curcumae longae","Pharmaceutical","Illus. Chinese Materia Medica (Wu, 2005)","Malaysian Herbal Monog., Vol. 1. (1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rhizoma+curcumae+longae&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100170&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8616&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
333,"rhizome decurcuma","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rhizome+decurcuma&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
334,"rimpang kunyit","Other","Farmakope Herbal Indonesia, 1st edn. (DKRI, 2008)","Farmakope Herbal Indonesia, 2nd edn. (DKRI, 2017)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rimpang+kunyit&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=3690&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=3475&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
335,"round tumeric","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=round+tumeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
336,"rtsi ser","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=rtsi+ser&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
337,"rātri","Other","Ayurvedic Pharm. of India (1999-2011)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=r%C4%81tri&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
338,"saffran vert","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=saffran+vert&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
339,"safran","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=safran&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
340,"safran de st domingue","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=safran+de+st+domingue&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
341,"safran des indes","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","GRIN Report: World Economic Pl. (Wiersema & León, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=safran+des+indes&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=1180&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
342,"safran du pays","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=safran+du+pays&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
343,"safron du pays","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=safron+du+pays&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
344,"ser-po","Other","Indian Med. Pl. Database (TDU, 2020)","Pl. & People of Nepal (Manandhar, 2002)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=ser-po&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=6667&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
345,"sga ser","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=sga+ser&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
346,"shapi natiyu","Other","Pl. for Malaria, Pl. for Fever (Milliken, 2021)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=shapi+natiyu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100242&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
347,"sharvari","Other","Indian Med. Pl. Dictionary (Khare, 2007)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=sharvari&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100407&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
348,"shifa","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=shifa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
349,"shivashobhana","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=shivashobhana&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
350,"shyma","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=shyma&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
351,"shynrai stem","Other","Med. Pl. of Khasi Hills of Meghalaya, India (Kayang et al., 2005)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=shynrai+stem&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100365&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
352,"si yaw","Other","Pl. for Digestion by Karen, N Thailand (Tangjitman et al., 2015)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=si+yaw&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100255&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
353,"siu","Other","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=siu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
354,"siva","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=siva&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
355,"skyer-rtsa","Other","Indian Med. Pl. Database (TDU, 2020)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=skyer-rtsa&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
356,"subhagavhaya","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=subhagavhaya&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
357,"suvarna","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=suvarna&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
358,"suvarnavarna","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=suvarnavarna&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
359,"tamasani","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tamasani&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
360,"tambrick","Other","Common Med. Pl. of Portland, Jamaica (Summer & Thomas, 2009)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tambrick&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100342&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
361,"tami","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tami&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
362,"tamotamo","Other","Kew's Economic Botany Collection (RBG, Kew, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tamotamo&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100220&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
363,"tamu kunyit","Other","ASEAN Herbal and Med. Pl. (Mat Ali et al., 2010)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tamu+kunyit&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100437&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
364,"tanavaka","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tanavaka&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
365,"tapanarkanci","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tapanarkanci&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
366,"taparkanci","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=taparkanci&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
367,"tasabikalu","Other","Med. Pl. Used by Indig. Taiwan (CCMP, 2003)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tasabikalu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100388&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
368,"tecanikakkompu","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tecanikakkompu&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
369,"temu kuning","Other","ASEAN Herbal and Med. Pl. (Mat Ali et al., 2010)","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=temu+kuning&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100437&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
370,"temu kunyit","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=temu+kunyit&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
371,"termeric","Other","Japanese Pharmacop., 15th edn. (2006)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=termeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8382&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
372,"tipakam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tipakam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
373,"tipanam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tipanam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
374,"tiralarakam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tiralarakam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
375,"tiralarakamancal","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tiralarakamancal&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
376,"tirkkaracikai","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tirkkaracikai&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
377,"tius","Other","Duke's Ethnobot. DB: Ethnobot. (USDA, 1992-2016)","Polyglot Asian Med.: Malay Subset (Stanley-Baker, 2022)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tius&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100463&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100268&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
378,"tokaimukapusanam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tokaimukapusanam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
379,"tokaimukaputanam","Other","Indian Med. Pl. Database (TDU, 2020)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tokaimukaputanam&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100236&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
380,"tumeric","Other","Ethnomedica (RBG, Kew, 2020)","Handbook African Med. Pl. (Iwu, 1993)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tumeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100284&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=2095&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
381,"tumeric rhizome","Other","Malaysian Herbal Monog., Vol. 1. (1999)","WHO Monog. Med. Pl. 1 (WHO, 1999)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tumeric+rhizome&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8616&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
382,"tumeric root","Other","WHO Monog. Med. Pl. 1 (WHO, 1999)",,"https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=tumeric+root&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=5806&query=curcuma+longa&filter=&fuzzy=false&nameType=all",
383,"turmeric","Other","Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)","Ayurvedic Pharm. of India (1999-2011)","https://mpns.science.kew.org/mpns-portal/drugDetail?drugName=turmeric&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=100221&query=curcuma+longa&filter=&fuzzy=false&nameType=all","https://mpns.science.kew.org/mpns-portal/reference?reference=8388&query=curcuma+longa&filter=&fuzzy=false&nameType=all"
